mls_id,status,property_type,address,city,zip,neighborhood,latitude,longitude,list_date,list_price,close_date,sold_price,bedrooms,bathrooms_full,bathrooms_half,sqft_living,lot_size_sqft,year_built,hoa_monthly,days_on_market,parking_spaces,pool,arv_estimate,reno_cost_estimate,hold_months,taxes_annual,mls_region,price_per_sqft,max_offer_70rule
A1161233,Closed,Multi-Family,9476 NE 2nd Ave #1207,Miami,33138,Miami Shores,25.741556,-80.243104,2025-02-12,1100000,2025-03-20,1068000.0,4,3,1,2381,4183.0,1971,0,26,2,No,,72367,0,13350,MIAMI,448.55,675233
A1161234,Closed,Multi-Family,9944 NE 62nd Rd,Miami,33135,West Flagler,25.747291,-80.195445,2025-05-26,902000,2025-08-24,938000.0,3,3,0,2554,4702.0,1967,0,70,4,No,,24257,0,11725,MIAMI,367.27,632343
A1161235,Closed,Townhouse,8363 SE 5th Pl,Miami,33133,Coconut Grove,25.72265,-80.241593,2025-05-10,1076000,2025-06-13,1058000.0,3,1,0,1941,,1988,551,26,2,No,,51762,0,13225,MIAMI,545.08,688838
A1161236,Active,Single Family,7128 NE 40th Rd #2301,Miami,33136,Overtown,25.859972,-80.215354,2025-06-14,856000,,,3,1,0,1980,9558.0,1995,0,27,1,No,992000.0,88501,6,10700,MIAMI,432.32,605899
A1161237,Active,Single Family,216 NW 45th St #2301,Miami,33127,Buena Vista,25.720875,-80.208453,2025-05-16,696000,,,3,1,0,1224,8901.0,2009,0,17,2,Yes,779000.0,27650,5,8700,MIAMI,568.63,517650
A1161238,Closed,Townhouse,3437 SE 54th Rd #501,Miami,33127,Buena Vista,25.878688,-80.260382,2025-05-20,604000,2025-07-28,608000.0,3,2,0,1570,,2008,254,56,1,No,,52467,0,7600,MIAMI,387.26,373133
A1161239,Active,Townhouse,2750 NW 8th Pl #2301,Miami,33136,Overtown,25.83965,-80.253011,2025-09-07,920000,,,3,3,1,1768,,1957,447,56,2,No,1074000.0,31236,4,11500,MIAMI,520.36,720564
A1161240,Closed,Single Family,718 SE 27th Pl #501,Miami,33133,Coconut Grove,25.755483,-80.307994,2025-02-23,1396000,2025-03-26,1343000.0,4,1,1,1746,8917.0,1995,0,18,3,No,,54412,0,16788,MIAMI,769.19,885688
A1161241,Active,Single Family,2876 NW 22nd Ave,Miami,33133,Coconut Grove,25.80253,-80.285249,2025-08-20,1348000,,,2,3,0,2261,5595.0,1944,0,39,2,Yes,1568000.0,127986,8,16850,MIAMI,596.2,969614
A1161242,Closed,Single Family,9260 SW 22nd Rd #1207,Miami,33145,Shenandoah,25.807935,-80.211079,2025-08-08,1228000,2025-09-02,1266000.0,3,2,0,2546,8241.0,1941,0,18,2,No,,24381,0,15825,MIAMI,497.25,861819
A1161243,Active,Condo,8509 SW 54th Rd #901,Miami,33150,Little River,25.774395,-80.302449,2025-02-19,560000,,,1,2,0,1063,,2011,1038,33,0,Yes,656000.0,41260,6,7000,MIAMI,526.81,417940
A1161244,Active,Multi-Family,6369 NE 10th Rd #1803,Miami,33138,Upper Eastside,25.797115,-80.281327,2025-07-01,1392000,,,4,2,1,2553,9583.0,1998,0,56,3,No,1719000.0,144802,4,17400,MIAMI,545.24,1058498
A1161245,Active,Townhouse,9499 SW 7th Dr,Miami,33168,Pinewood,25.796249,-80.266969,2025-06-22,686000,,,3,2,0,1748,,1949,204,60,2,No,736000.0,56883,5,8575,MIAMI,392.45,458317
A1161246,Active,Condo,8171 NW 54th St #3205,Miami,33145,Coral Way,25.739181,-80.308227,2025-05-03,934000,,,1,1,0,1403,,2019,697,10,1,Yes,1055000.0,55508,4,11675,MIAMI,665.72,682992
A1161247,Active,Townhouse,7033 SE 54th St #501,Miami,33138,Miami Shores,25.740519,-80.24114,2025-03-29,1357000,,,2,3,0,2119,,1990,494,49,2,No,1516000.0,26992,8,16962,MIAMI,640.4,1034208
A1161248,Active,Condo,4354 NE 54th Ter,Miami,33150,Little River,25.812961,-80.271185,2025-07-23,334000,,,2,3,0,773,,1941,1165,14,2,Yes,412000.0,28500,7,4175,MIAMI,432.08,259900
A1161249,Active,Townhouse,3844 NW 12th Rd,Miami,33144,Flagami,25.811426,-80.173109,2025-04-13,470000,,,3,2,0,1388,,1991,455,29,2,No,526000.0,37916,5,5875,MIAMI,338.62,330284
A1161250,Closed,Multi-Family,9403 NW 27th St,Miami,33129,The Roads,25.768005,-80.235679,2025-03-07,742000,2025-05-16,729000.0,3,1,0,1698,7453.0,2003,0,50,4,No,,31537,0,9112,MIAMI,429.33,478763
A1161251,Active,Townhouse,5852 NE 62nd Pl #501,Miami,33138,Miami Shores,25.775062,-80.258236,2025-06-24,1416000,,,3,2,0,2059,,1986,522,36,1,No,1537000.0,35091,6,17700,MIAMI,687.71,1040809
A1161252,Active,Townhouse,5627 SE 79th Pl #2301,Miami,33144,Flagami,25.858921,-80.223913,2025-04-15,411000,,,3,1,1,1532,,2018,544,30,2,Yes,461000.0,85397,5,5138,MIAMI,268.28,237303
A1161253,Closed,Single Family,6050 SE 32nd Ave,Miami,33137,Edgewater,25.862031,-80.202854,2025-07-05,715000,2025-09-16,728000.0,3,3,0,1281,9819.0,1974,0,60,2,No,,30703,0,9100,MIAMI,568.31,478897
A1161254,Closed,Condo,1463 NW 12th Pl,Miami,33145,Coral Way,25.724218,-80.260448,2025-02-17,840000,2025-05-04,814000.0,1,2,0,1327,,1952,707,70,0,Yes,,46321,0,10175,MIAMI,613.41,523479
A1161255,Active,Multi-Family,5428 SE 36th Rd #501,Miami,33142,Allapattah,25.725625,-80.266474,2025-09-03,549000,,,4,2,0,1869,5075.0,2007,0,11,2,No,642000.0,65620,4,6862,MIAMI,293.74,383780
A1161256,Closed,Multi-Family,3821 NW 36th Ter #1803,Miami,33135,Little Havana,25.865428,-80.247752,2025-06-25,1020000,2025-09-12,1001000.0,3,3,1,2828,9169.0,2021,0,65,4,No,,90331,0,12512,MIAMI,353.96,610369
A1161257,Active,Condo,7916 SW 1st Rd #2301,Miami,33142,Allapattah,25.830043,-80.24621,2025-06-01,347000,,,2,1,0,660,,1976,450,35,2,Yes,378000.0,13370,4,4338,MIAMI,525.76,251230
A1161258,Closed,Condo,1397 SE 10th Pl #901,Miami,33131,Brickell,25.852548,-80.286911,2025-04-05,976000,2025-05-22,992000.0,2,3,1,1211,,1990,832,30,1,Yes,,8442,0,12400,MIAMI,819.16,685958
A1161259,Closed,Townhouse,8160 NE 17th St,Miami,33142,Allapattah,25.818837,-80.27918,2025-04-16,753000,2025-05-29,781000.0,2,1,0,1864,,1957,580,24,2,No,,34668,0,9762,MIAMI,418.99,512032
A1161260,Active,Single Family,8265 SW 36th Dr,Miami,33133,Coconut Grove,25.75475,-80.256964,2025-03-11,408000,,,2,2,0,1159,5907.0,1951,0,1,2,No,474000.0,34814,7,5100,MIAMI,352.03,296986
A1161261,Active,Condo,4178 SE 36th Ave,Miami,33132,Downtown,25.739514,-80.204778,2025-08-29,805000,,,2,1,0,922,,1972,851,25,0,Yes,875000.0,16377,4,10062,MIAMI,873.1,596123
A1161262,Active,Single Family,4995 NE 22nd St,Miami,33168,Pinewood,25.803348,-80.282003,2025-08-06,698000,,,3,2,0,2313,5299.0,2020,0,3,1,Yes,790000.0,97609,8,8725,MIAMI,301.77,455391
A1161263,Closed,Condo,7886 NE 22nd Rd,Miami,33127,Buena Vista,25.875014,-80.232838,2025-08-22,546000,2025-10-07,526000.0,2,3,0,982,,1990,465,41,1,Yes,,9510,0,6575,MIAMI,535.64,358690
A1161264,Active,Multi-Family,3912 SW 54th Rd #1803,Miami,33137,Edgewater,25.846635,-80.301126,2025-07-16,1599000,,,4,3,0,2804,4489.0,1985,0,10,4,No,1750000.0,31839,8,19988,MIAMI,570.26,1193161
A1161265,Closed,Multi-Family,9384 NE 54th Ter #1803,Miami,33129,The Roads,25.806837,-80.246486,2025-06-05,790000,2025-08-24,777000.0,4,3,0,1443,6053.0,1945,0,66,4,No,,36301,0,9712,MIAMI,538.46,507599
A1161266,Closed,Townhouse,6310 NE 1st Pl #1803,Miami,33135,West Flagler,25.720115,-80.224296,2025-06-19,905000,2025-09-02,928000.0,3,2,0,2136,,1973,640,56,1,No,,25943,0,11600,MIAMI,434.46,623657
A1161267,Closed,Condo,1677 NW 2nd Rd,Miami,33125,Grapeland Heights,25.785569,-80.271696,2025-03-12,805000,2025-05-12,781000.0,2,1,1,1388,,2010,514,46,2,Yes,,17066,0,9762,MIAMI,562.68,529634
A1161268,Active,Single Family,1261 NW 8th Dr #3205,Miami,33129,The Roads,25.76095,-80.265047,2025-06-15,669000,,,2,3,1,1169,9389.0,2002,0,40,2,No,756000.0,60216,8,8362,MIAMI,572.28,468984
A1161269,Closed,Single Family,1376 NE 45th St,Miami,33150,Little River,25.837488,-80.194832,2025-08-30,1057000,2025-10-19,1085000.0,3,3,1,2590,7023.0,1947,0,44,3,No,,28877,0,13562,MIAMI,418.92,730623
A1161270,Closed,Multi-Family,7097 NW 7th Rd,Miami,33129,The Roads,25.827919,-80.214617,2025-05-18,899000,2025-06-26,864000.0,4,3,0,1795,8574.0,2011,0,23,4,No,,13580,0,10800,MIAMI,481.34,591220
A1161271,Active,Townhouse,4043 NE 27th Rd #501,Miami,33133,Coconut Grove,25.852185,-80.271482,2025-05-17,1082000,,,4,3,0,1746,,1987,507,49,2,No,1142000.0,35608,7,13525,MIAMI,619.7,763792
A1161272,Closed,Townhouse,3619 SW 1st Rd #1207,Miami,33144,Flagami,25.721051,-80.172341,2025-02-05,1031000,2025-03-18,1033000.0,2,1,0,2184,,2016,431,27,2,No,,69408,0,12912,MIAMI,472.99,653692
A1161273,Closed,Condo,6650 NE 3rd Dr #1803,Miami,33127,Wynwood Norte,25.849772,-80.306214,2025-04-05,352000,2025-05-27,367000.0,1,2,0,688,,2014,921,39,1,Yes,,10495,0,4588,MIAMI,533.43,246405
A1161274,Closed,Condo,5578 SW 32nd Ct,Miami,33138,Miami Shores,25.84482,-80.181719,2025-08-07,882000,2025-10-11,899000.0,2,1,0,1495,,1944,1156,58,2,Yes,,19498,0,11238,MIAMI,601.34,609802
A1161275,Closed,Condo,927 SE 36th Rd #901,Miami,33135,West Flagler,25.800384,-80.28688,2025-06-19,697000,2025-08-02,713000.0,1,3,0,1600,,1980,461,29,1,Yes,,27652,0,8912,MIAMI,445.62,471448
A1161276,Closed,Single Family,7218 NE 5th Ct #501,Miami,33145,Coral Way,25.762009,-80.260221,2025-08-10,624000,2025-09-12,617000.0,2,2,0,1834,7898.0,2013,0,16,2,Yes,,61354,0,7712,MIAMI,336.42,370546
A1161277,Active,Multi-Family,1567 NW 32nd Ct #1803,Miami,33142,Liberty City,25.771746,-80.181379,2025-04-10,723000,,,4,3,0,1801,5985.0,1949,0,50,4,No,779000.0,86773,7,9038,MIAMI,401.44,458527
A1161278,Active,Townhouse,6224 NE 3rd St,Miami,33144,Flagami,25.867874,-80.284977,2025-03-10,809000,,,2,2,1,1808,,2019,535,29,1,No,979000.0,98948,4,10112,MIAMI,447.46,586352
A1161279,Active,Condo,4337 SE 79th Dr,Miami,33142,Allapattah,25.7539,-80.238036,2025-03-26,409000,,,1,2,0,664,,1982,801,48,0,Yes,431000.0,20757,8,5112,MIAMI,615.96,280943
A1161280,Closed,Single Family,6467 SW 22nd Rd,Miami,33138,Upper Eastside,25.824761,-80.31875,2025-04-11,1110000,2025-05-16,1136000.0,3,1,0,2143,5644.0,2019,0,16,3,No,,27295,0,14200,MIAMI,530.1,767905
A1161281,Active,Multi-Family,9286 NW 2nd Ave #501,Miami,33145,Coral Way,25.75182,-80.174981,2025-06-17,713000,,,5,1,0,2179,7970.0,2016,0,6,4,No,868000.0,36973,5,8912,MIAMI,327.21,570627
A1161282,Active,Multi-Family,4321 SE 1st Pl #1207,Miami,33138,Upper Eastside,25.764141,-80.310699,2025-04-19,1290000,,,3,3,0,2924,6911.0,2020,0,16,2,No,1425000.0,54340,8,16125,MIAMI,441.18,943160
A1161283,Active,Townhouse,5495 SE 54th Ave,Miami,33138,Upper Eastside,25.788234,-80.273143,2025-04-03,1083000,,,3,3,0,1872,,1993,270,37,1,Yes,1335000.0,20441,5,13538,MIAMI,578.53,914059
A1161284,Closed,Condo,2039 NE 17th Rd,Miami,33135,Little Havana,25.809174,-80.17771,2025-03-13,537000,2025-05-09,530000.0,3,2,0,966,,2012,1155,50,2,Yes,,20890,0,6625,MIAMI,548.65,350110
A1161285,Closed,Townhouse,4472 NE 79th Ave,Miami,33127,Buena Vista,25.741047,-80.31607,2025-08-19,978000,2025-09-30,1003000.0,3,3,0,2184,,1959,410,34,2,No,,65285,0,12538,MIAMI,459.25,636815
A1161286,Closed,Townhouse,3807 NW 32nd Rd,Miami,33137,Edgewater,25.795816,-80.295432,2025-03-20,1236000,2025-06-07,1261000.0,3,3,1,1904,,1987,599,59,2,No,,47507,0,15762,MIAMI,662.29,835193
A1161287,Closed,Multi-Family,7105 SE 2nd Pl #2301,Miami,33145,Coral Way,25.858684,-80.186862,2025-09-10,1474000,2025-12-06,1441000.0,5,1,0,2920,5450.0,1996,0,72,4,No,,94702,0,18012,MIAMI,493.49,913998
A1161288,Closed,Multi-Family,8912 SE 2nd Pl #2301,Miami,33135,West Flagler,25.860445,-80.283142,2025-05-27,778000,2025-08-09,787000.0,4,3,0,2920,8265.0,1953,0,68,4,No,,18714,0,9838,MIAMI,269.52,532186
A1161289,Active,Single Family,7695 SE 3rd Dr #501,Miami,33129,The Roads,25.830392,-80.184449,2025-04-17,646000,,,4,2,1,1546,5363.0,1994,0,40,2,Yes,774000.0,28314,4,8075,MIAMI,417.85,513486
A1161290,Active,Condo,2786 NW 3rd St #3205,Miami,33138,Upper Eastside,25.830675,-80.183926,2025-02-24,728000,,,1,2,0,1073,,1998,781,17,1,Yes,821000.0,23893,6,9100,MIAMI,678.47,550807
A1161291,Closed,Single Family,940 SE 14th Ter #3205,Miami,33168,Pinewood,25.859011,-80.29317,2025-06-25,813000,2025-08-03,804000.0,3,2,0,2398,5399.0,1982,0,29,2,No,,37577,0,10050,MIAMI,335.28,525223
A1161292,Active,Condo,8184 NE 8th Pl #3205,Miami,33127,Wynwood Norte,25.80696,-80.319137,2025-06-08,844000,,,1,2,0,1570,,1998,584,55,1,Yes,967000.0,60163,7,10550,MIAMI,537.58,616737
A1161293,Active,Multi-Family,5818 NW 5th Rd,Miami,33137,Edgewater,25.727827,-80.297762,2025-06-23,1523000,,,3,3,0,2631,9077.0,2020,0,53,4,No,1885000.0,113616,5,19038,MIAMI,578.87,1205884
A1161294,Closed,Townhouse,687 NW 14th Ter #1803,Miami,33125,Grapeland Heights,25.839894,-80.265972,2025-07-07,840000,2025-08-27,809000.0,3,1,0,2142,,1976,244,32,1,No,,27563,0,10112,MIAMI,377.68,538737
A1161295,Closed,Single Family,8766 NW 40th Dr #901,Miami,33127,Buena Vista,25.817929,-80.303605,2025-05-17,1084000,2025-07-03,1105000.0,3,1,0,2077,6696.0,2007,0,36,1,No,,13589,0,13812,MIAMI,532.02,759911
A1161296,Closed,Townhouse,3912 SW 8th St,Miami,33127,Buena Vista,25.798801,-80.293014,2025-07-08,1325000,2025-10-09,1316000.0,3,3,0,1823,,1956,634,73,2,No,,51276,0,16450,MIAMI,721.89,869924
A1161297,Active,Single Family,1211 SW 14th Pl #501,Miami,33129,The Roads,25.830403,-80.281837,2025-03-27,1319000,,,3,2,0,2587,8590.0,2021,0,1,3,Yes,1405000.0,39658,5,16488,MIAMI,509.86,943842
A1161298,Active,Single Family,7874 NW 5th Ct,Miami,33127,Wynwood Norte,25.867565,-80.248134,2025-04-26,1106000,,,3,3,0,2354,5438.0,1964,0,54,2,No,1257000.0,104565,6,13825,MIAMI,469.84,775335
A1161299,Closed,Townhouse,5893 NW 5th Ter,Miami,33150,Little River,25.753322,-80.217176,2025-08-05,1077000,2025-09-29,1060000.0,2,3,0,2002,,2012,616,50,2,Yes,,59205,0,13250,MIAMI,529.47,682795
